1001,40,40,40,21,21,0.934721,0.013812,,,,,
1002,40,40,40,21,21,0.935881,0.0129606,,,,0.934721,-0.013812
1003,40,40,40,21,21,0.936996,0.0121851,,,,0.935881,-0.0129606
1004,40,40,40,21,21,0.938,0.0114806,,,,0.936996,-0.0121851
1005,40,40,40,21,21,0.938839,0.0108354,,,,0.938,-0.0114806
1006,40,40,40,21,21,0.939492,0.010235,,,,0.938839,-0.0108354
1007,40,40,40,21,21,0.93999,0.00966749,,,,0.939492,-0.010235
1008,40,40,40,21,21,0.940395,0.00912793,,,,0.93999,-0.00966749
1009,40,40,40,21,21,0.940781,0.0086185,,,,0.940395,-0.00912793
1010,40,40,40,21,21,0.941197,0.00814578,,,,0.940781,-0.0086185
1011,40,40,40,21,21,0.94165,0.00771608,,,,0.941197,-0.00814578
1012,40,40,40,21,21,0.942104,0.00733128,,,,0.94165,-0.00771608
1013,40,40,40,21,21,0.942499,0.00698718,,,,0.942104,-0.00733128
1014,40,40,40,21,21,0.942778,0.00667508,,,,0.942499,-0.00698718
1015,40,40,40,21,21,0.942912,0.00638557,,,,0.942778,-0.00667508
1016,40,40,40,21,21,0.942917,0.0061125,,,,0.942912,-0.00638557
1017,40,40,40,21,21,0.942842,0.00585535,,,,0.942917,-0.0061125
1018,40,40,40,21,21,0.942748,0.00561863,,,,0.942842,-0.00585535
1019,40,40,40,21,21,0.942687,0.00540909,,,,0.942748,-0.00561863
1020,40,40,40,21,21,0.942674,0.00523188,,,,0.942687,-0.00540909
1021,40,40,40,21,21,0.942686,0.00508779,,,,0.942674,-0.00523188
1022,40,40,40,21,21,0.942671,0.00497284,,,,0.942686,-0.00508779
1023,40,40,40,21,21,0.942571,0.00488023,,,,0.942671,-0.00497284
1024,40,40,40,21,21,0.942345,0.00480386,,,,0.942571,-0.00488023
1025,40,40,40,21,21,0.94199,0.00474132,,,,0.942345,-0.00480386
1026,40,40,40,21,21,0.941534,0.00469523,,,,0.94199,-0.00474132
1027,40,40,40,21,21,0.94103,0.00467198,,,,0.941534,-0.00469523
1028,40,40,40,21,21,0.940529,0.00467883,,,,0.94103,-0.00467198
1029,40,40,40,21,21,0.940061,0.00472062,,,,0.940529,-0.00467883
1030,40,40,40,21,21,0.939621,0.00479783,,,,0.940061,-0.00472062
1031,40,40,40,21,21,0.939169,0.00490693,,,,0.939621,-0.00479783
1032,40,40,40,21,21,0.938651,0.00504285,,,,0.939169,-0.00490693
1033,40,40,40,21,21,0.938013,0.00520239,,,,0.938651,-0.00504285
1034,40,40,40,21,21,0.937224,0.00538689,,,,0.938013,-0.00520239
1035,40,40,40,21,21,0.936287,0.00560287,,,,0.937224,-0.00538689
1036,40,40,40,21,21,0.935231,0.00586026,,,,0.936287,-0.00560287
1037,40,40,40,21,21,0.934102,0.00616907,,,,0.935231,-0.00586026
1038,40,40,40,21,21,0.93294,0.00653616,,,,0.934102,-0.00616907
1039,40,40,40,21,21,0.93176,0.00696377,,,,0.93294,-0.00653616
1040,40,40,40,21,21,0.930543,0.00745052,,,,0.93176,-0.00696377
1041,40,40,40,21,21,0.929242,0.00799476,,,,0.930543,-0.00745052
1042,40,40,40,21,21,0.927789,0.00859869,,,,0.929242,-0.00799476
1043,40,40,40,21,21,0.926123,0.00927135,,,,0.927789,-0.00859869
1044,40,40,40,21,21,0.924199,0.010029,,,,0.926123,-0.00927135
1045,40,40,40,21,21,0.922002,0.0108927,,,,0.924199,-0.010029
1046,40,40,40,21,21,0.919543,0.0118842,,,,0.922002,-0.0108927
1047,40,40,40,21,21,0.916847,0.0130216,,,,0.919543,-0.0118842
1048,40,40,40,21,21,0.913934,0.0143183,,,,0.916847,-0.0130216
1049,40,40,40,21,21,0.910795,0.0157851,,,,0.913934,-0.0143183
1050,40,40,40,21,21,0.907383,0.0174349,,,,0.910795,-0.0157851
1051,40,40,40,21,21,0.90361,0.0192903,,,,0.907383,-0.0174349
1052,40,40,40,21,21,0.899355,0.0213878,,,,0.90361,-0.0192903
1053,40,40,40,21,21,0.894485,0.02378,,,,0.899355,-0.0213878
1054,40,40,40,21,21,0.888874,0.0265313,,,,0.894485,-0.02378
1055,40,40,40,21,21,0.88242,0.0297122,,,,0.888874,-0.0265313
1056,40,40,40,21,21,0.875047,0.0333919,,,,0.88242,-0.0297122
1057,40,40,40,21,21,0.866696,0.037635,,,,0.875047,-0.0333919
1058,40,40,40,21,21,0.8573,0.0425044,,,,0.866696,-0.037635
1059,40,40,40,21,21,0.846757,0.0480694,,,,0.8573,-0.0425044
1060,40,40,40,21,21,0.834911,0.0544171,,,,0.846757,-0.0480694
1061,40,40,40,21,21,0.821544,0.0616589,,,,0.834911,-0.0544171
1062,40,40,40,21,21,0.806402,0.0699276,,,,0.821544,-0.0616589
1063,40,40,40,21,21,0.789245,0.0793578,,,,0.806402,-0.0699276
1064,40,40,40,21,21,0.769927,0.0900495,,,,0.789245,-0.0793578
1065,40,40,40,21,21,0.74848,0.10202,,,,0.769927,-0.0900495
1066,40,40,40,21,21,0.725202,0.115153,,,,0.74848,-0.10202
1067,40,40,40,21,21,0.700701,0.12916,,,,0.725202,-0.115153
1068,40,40,40,21,21,0.675906,0.143566,,,,0.700701,-0.12916
1069,40,40,40,21,21,0.652004,0.157728,,,,0.675906,-0.143566
1070,40,40,40,21,21,0.630335,0.170895,,,,0.652004,-0.157728
1071,40,40,40,21,21,0.612228,0.18229,,,,0.630335,-0.170895
1072,40,40,40,21,21,0.598835,0.191214,,,,0.612228,-0.18229
1073,40,40,40,21,21,0.590965,0.197141,,,,0.598835,-0.191214
1074,40,40,40,21,21,0.588977,0.199794,,,,0.590965,-0.197141
1075,40,40,40,21,21,0.592728,0.19918,,,,0.588977,-0.199794
1076,40,40,40,21,21,0.601607,0.19558,,,,0.592728,-0.19918
1077,40,40,40,21,21,0.614634,0.189496,,,,0.601607,-0.19558
1078,40,40,40,21,21,0.630616,0.181566,,,,0.614634,-0.189496
1079,40,40,40,21,21,0.648316,0.172473,,,,0.630616,-0.181566
1080,40,40,40,21,21,0.666612,0.162848,,,,0.648316,-0.172473
1081,40,40,40,21,21,0.684614,0.153206,,,,0.666612,-0.162848
1082,40,40,40,21,21,0.701722,0.143909,,,,0.684614,-0.153206
1083,40,40,40,21,21,0.717624,0.135164,,,,0.701722,-0.143909
1084,40,40,40,21,21,0.732241,0.127052,,,,0.717624,-0.135164
1085,40,40,40,21,21,0.745644,0.119563,,,,0.732241,-0.127052
1086,40,40,40,21,21,0.757968,0.112649,,,,0.745644,-0.119563
1087,40,40,40,21,21,0.769336,0.106256,,,,0.757968,-0.112649
