1001,39,39,39,20,20,0.912395,0.0165504,0.92120924,0.014895359,,,,,,,
1002,39,39,39,20,20,0.913691,0.0154487,0.922372602,0.013903829,,,,,,,
1003,39,39,39,20,20,0.914944,0.0144242,0.923497487,0.012981779,,,,,,,
1004,39,39,39,20,20,0.916107,0.0134723,0.924541678,0.01212507,,,,,,,
1005,39,39,39,20,20,0.917111,0.0125902,0.925443192,0.01133118,,,,,,,
1006,39,39,39,20,20,0.917897,0.0117763,0.926149009,0.01059867,,,,,,,
1007,39,39,39,20,20,0.918445,0.0110298,0.926641131,0.00992682,,,,,,,
1008,39,39,39,20,20,0.918782,0.0103497,0.926943778,0.00931473,,,,,,,
1009,39,39,39,20,20,0.91897,0.00973458,0.927112617,0.008761122,,,,,,,
1010,39,39,39,20,20,0.919079,0.00918232,0.927210509,0.008264088,,,,,,,
1011,39,39,39,20,20,0.919158,0.00869125,0.927281459,0.007822125,,,,,,,
1012,39,39,39,20,20,0.919207,0.00826087,0.927325466,0.007434783,,,,,,,
1013,39,39,39,20,20,0.919183,0.00789259,0.927303911,0.007103331,,,,,,,
1014,39,39,39,20,20,0.919008,0.00758981,0.927146745,0.006830829,,,,,,,
1015,39,39,39,20,20,0.91861,0.00735739,0.92678931,0.006621651,,,,,,,
1016,39,39,39,20,20,0.91794,0.00720071,0.926187624,0.006480639,,,,,,,
1017,39,39,39,20,20,0.916997,0.00712492,0.925340825,0.006412428,,,,,,,
1018,39,39,39,20,20,0.915818,0.00713471,0.924282192,0.006421239,,,,,,,
1019,39,39,39,20,20,0.914461,0.00723501,0.923063858,0.006511509,,,,,,,
1020,39,39,39,20,20,0.912969,0.00743225,0.921724478,0.006689025,,,,,,,
1021,39,39,39,20,20,0.911345,0.00773583,0.920266798,0.006962247,,,,,,,
1022,39,39,39,20,20,0.909542,0.00815905,0.918648699,0.007343145,,,,,,,
1023,39,39,39,20,20,0.90747,0.00871923,0.916789522,0.007847307,,,,,,,
1024,39,39,39,20,20,0.90502,0.00943677,0.914591652,0.008493093,,,,,,,
1025,39,39,39,20,20,0.902096,0.010334,0.911969281,0.0093006,,,,,,,
1026,39,39,39,20,20,0.898636,0.0114344,0.908867268,0.01029096,,,,,,,
1027,39,39,39,20,20,0.89462,0.0127627,0.905268324,0.01148643,,,,,,,
1028,39,39,39,20,20,0.890053,0.0143469,0.901177762,0.012912209,,,,,,,
1029,39,39,39,20,20,0.884938,0.0162213,0.89659931,0.014599169,,,,,,,
1030,39,39,39,20,20,0.879242,0.0184291,0.89150477,0.016586188,,,,,,,
1031,39,39,39,20,20,0.872875,0.0210254,0.885815469,0.018922856,,,,,,,
1032,39,39,39,20,20,0.865683,0.024077,0.879396462,0.021669292,,,,,,,
1033,39,39,39,20,20,0.857467,0.0276614,0.872074199,0.024895244,,,,,,,
1034,39,39,39,20,20,0.848013,0.0318638,0.86366421,0.028677387,,,,,,,
1035,39,39,39,20,20,0.83712,0.0367751,0.853997195,0.033097523,,,,,,,
1036,39,39,39,20,20,0.824625,0.0424911,0.842942559,0.038241851,,,,,,,
1037,39,39,39,20,20,0.810397,0.0491142,0.830404618,0.044202494,,,,,,,
1038,39,39,39,20,20,0.794325,0.0567566,0.816313926,0.051080351,,,,,,,
1039,39,39,39,20,20,0.776291,0.0655432,0.800606178,0.05898767,,,,,,,
1040,39,39,39,20,20,0.756154,0.0756092,0.783212055,0.068045809,,,,,,,
1041,39,39,39,20,20,0.733752,0.0870902,0.764063983,0.07837617,,,,,,,
1042,39,39,39,20,20,0.708941,0.100101,0.743134749,0.090080849,,,,,,,
1043,39,39,39,20,20,0.68167,0.114706,0.720502781,0.103215542,,,,,,,
1044,39,39,39,20,20,0.652062,0.130877,0.696412245,0.117750901,,,,,,,
1045,39,39,39,20,20,0.620501,0.14846,0.671321092,0.133541881,,,,,,,
1046,39,39,39,20,20,0.587691,0.167145,0.645905912,0.150300043,,,,,,,
1047,39,39,39,20,20,0.554652,0.186456,0.621004984,0.167585037,,,,,,,
1048,39,39,39,20,20,0.522664,0.205764,0.597531945,0.184818752,,,,,,,
1049,39,39,39,20,20,0.493154,0.224335,0.576383778,0.201333321,,,,,,,
1050,39,39,39,20,20,0.467534,0.24139,0.558362672,0.216431411,,,,,,,
1051,39,39,39,20,20,0.447037,0.256191,0.54412863,0.229468281,,,,,,,
1052,39,39,39,20,20,0.432565,0.268117,0.534153689,0.239919751,,,,,,,
1053,39,39,39,20,20,0.424594,0.276739,0.528679425,0.247441975,,,,,,,
1054,39,39,39,20,20,0.423131,0.281864,0.527675889,0.251898509,,,,,,,
1055,39,39,39,20,20,0.427745,0.283543,0.530842041,0.253355986,,,,,,,
1056,39,39,39,20,20,0.437656,0.282053,0.537656833,0.252062637,,,,,,,
1057,39,39,39,20,20,0.451857,0.277843,0.547463441,0.24840294,,,,,,,
1058,39,39,39,20,20,0.469243,0.271471,0.559556218,0.242849494,,,,,,,
1059,39,39,39,20,20,0.48874,0.263523,0.573258209,0.235899855,,,,,,,
1060,39,39,39,20,20,0.509393,0.254553,0.587964972,0.228028913,,,,,,,
1061,39,39,39,20,20,0.530422,0.245033,0.603169869,0.21964637,,,,,,,
1062,39,39,39,20,20,0.551244,0.235326,0.618475129,0.211071712,,,,,,,
1063,39,39,39,20,20,0.571452,0.225687,0.633581057,0.202532792,,,,,,,
1064,39,39,39,20,20,0.590793,0.216278,0.648279315,0.194176981,,,,,,,
1065,39,39,39,20,20,0.609125,0.207189,0.662431138,0.186088302,,,,,,,
1066,39,39,39,20,20,0.62638,0.198474,0.675947578,0.178318623,,,,,,,
1067,39,39,39,20,20,0.642535,0.190162,0.688772838,0.170897133,,,,,,,
1068,39,39,39,20,20,0.657597,0.182281,0.700876085,0.163851663,,,,,,,
1069,39,39,39,20,20,0.671587,0.174857,0.712240685,0.157207839,,,,,,,
